0.097251 0.995260
0.774990 0.631973
0.334665 0.942337
0.395839 0.918320
0.561255 0.827643
0.336249 0.941773
0.942121 0.335274
0.940828 0.338884
0.371133 0.928580
0.005155 0.999987
0.018279 0.999833
0.683386 0.730057
0.224633 0.974443
0.251803 0.967779
0.553812 0.832642
0.470002 0.882666
0.915469 0.402387
0.812828 0.582503
0.399996 0.916517
0.264058 0.964507
0.161354 0.986897
0.750218 0.661190
0.010215 0.999948
0.481970 0.876187
0.691256 0.722610
0.030886 0.999523
0.335304 0.942110
0.626219 0.779647
0.563562 0.826074
0.242560 0.970137
0.209500 0.977809
0.660813 0.750551
0.017550 0.999846
0.544165 0.838978
0.056652 0.998394
0.578805 0.815466
0.880414 0.474206
0.998773 0.049530
0.519633 0.854390
0.251547 0.967845
0.003928 0.999992
0.537912 0.843001
0.934933 0.354825
0.228561 0.973530
0.789715 0.613474
0.488745 0.872427
0.698562 0.715549
0.705185 0.709024
0.301573 0.953443
0.098559 0.995131
0.969243 0.246107
0.462927 0.886396
0.848777 0.528751
0.979457 0.201652
0.944898 0.327365
0.540033 0.841644
0.010344 0.999947
0.280202 0.959941
0.166252 0.986083
0.573906 0.818921
0.522761 0.852479
0.375752 0.926720
0.234718 0.972063
0.540311 0.841466
0.919917 0.392112
0.291370 0.956610
0.119115 0.992880
0.800331 0.599558
0.290143 0.956983
0.638748 0.769416
0.051878 0.998653
0.294071 0.955784
0.176661 0.984272
0.986811 0.161879
0.522631 0.852559
0.966376 0.257133
0.475556 0.879686
0.221194 0.975230
0.671561 0.740950
0.777129 0.629342
0.319753 0.947501
0.640803 0.767705
0.240056 0.970759
0.168530 0.985697
0.620260 0.784396
0.184954 0.982747
0.708563 0.705648
0.630604 0.776105
0.465156 0.885229
0.874815 0.484457
0.204510 0.978865
0.987917 0.154986
0.250567 0.968099
0.439228 0.898375
0.528227 0.849103
0.170485 0.985360
0.730599 0.682807
0.647343 0.762199
0.970816 0.239826
0.020742 0.999785
0.286091 0.958202
0.022694 0.999742
0.314812 0.949154
0.462752 0.886488
0.009505 0.999955
0.837444 0.546523
0.429128 0.903244
0.485060 0.874481
0.058638 0.998279
0.100688 0.994918
0.262189 0.965017
0.378390 0.925646
0.741491 0.670962
0.502245 0.864725
0.546920 0.837185
0.361752 0.932274
0.687199 0.726469
0.255483 0.966814
0.992356 0.123409
0.152355 0.988326
0.130298 0.991475
0.196866 0.980430
0.140271 0.990113
0.380865 0.924630
0.636094 0.771612
0.668499 0.743713
0.551350 0.834274
0.366693 0.930342
0.315842 0.948812
0.522166 0.852844
0.387435 0.921897
0.601933 0.798547
0.544860 0.838527
0.702247 0.711933
0.064684 0.997906
0.554365 0.832274
0.539691 0.841863
0.493812 0.869569
0.039425 0.999223
0.598328 0.801251
0.594500 0.804095
0.301614 0.953430
0.976719 0.214524
0.335992 0.941865
0.803859 0.594820
0.523638 0.851941
0.697743 0.716348
0.491058 0.871127
0.779121 0.626873
0.690099 0.723715
0.643413 0.765519
0.909419 0.415880
0.886965 0.461837
0.783684 0.621159
0.290285 0.956940
0.523059 0.852297
0.452183 0.891925
0.841635 0.540047
0.889752 0.456445
0.768025 0.640420
0.363801 0.931477
0.277186 0.960816
0.369958 0.929049
0.908661 0.417534
0.979433 0.201769
0.434642 0.900603
0.463026 0.886345
0.519124 0.854699
0.928454 0.371447
0.502451 0.864606
0.117453 0.993079
0.522954 0.852361
0.804065 0.594542
0.094171 0.995556
0.858946 0.512067
0.607924 0.793995
0.617810 0.786328
0.556689 0.830721
0.098982 0.995089
0.396931 0.917848
0.246788 0.969069
0.742395 0.669963
0.306350 0.951919
0.133753 0.991015
0.526079 0.850435
0.596635 0.802512
0.656812 0.754054
0.978263 0.207370
0.438270 0.898843
0.546564 0.837418
0.746288 0.665624
0.802071 0.597228
0.823750 0.566953
0.116245 0.993221
0.710732 0.703462
0.803183 0.595732
0.550887 0.834580
0.173758 0.984788
0.322307 0.946635
0.479341 0.877629
0.676209 0.736710
0.439760 0.898116
0.002295 0.999997
0.480274 0.877119
0.533931 0.845528
0.861241 0.508197
0.088197 0.996103
0.151740 0.988420
0.417930 0.908479
0.187179 0.982326
0.548671 0.836038
0.664718 0.747094
0.929574 0.368635
0.855022 0.518592
0.798471 0.602033
0.455654 0.890157
0.451657 0.892192
0.455283 0.890347
0.433916 0.900953
0.889928 0.456102
0.001847 0.999998
0.180204 0.983629
0.691999 0.721898
0.825597 0.564261
0.296449 0.955049
0.402731 0.915318
0.628780 0.777583
0.847336 0.531058
0.576490 0.817104
0.951087 0.308924
0.326677 0.945136
0.252699 0.967545
0.390846 0.920456
0.328972 0.944340
0.732972 0.680258
0.924777 0.380509
0.190213 0.981743
0.821170 0.570684
0.076518 0.997068
0.608143 0.793828
0.008349 0.999965
0.625189 0.780473
0.272861 0.962054
0.937923 0.346843
0.480211 0.877153
0.071332 0.997453
0.393577 0.919292
0.931868 0.362797
0.526615 0.850104
0.827493 0.561476
0.821796 0.569782
0.528462 0.848957
0.007697 0.999970
